,Unnamed: 0,Date,User,Tweet,translated
489,489,2022-04-17 04:46:55+00:00,jxmieang2,tangina mo tito sotto panget mo panget ng eat bulaga panget aldub !!! pastillas girl &gt; aldub,Tangina mo tito sotto panget mo panget ng eat bulaga panget aldub !!!Pastillas Girl & GT;ALDUB
490,490,2022-04-17 04:44:37+00:00,shinebright620,After magsalita ni Tito Sotto nagiba bigla ihip ng hangin ha hahahahahahaha,After Tito Sotto spoke suddenly blowing the wind ha hahahahahahaha
491,491,2022-04-17 04:44:19+00:00,SyLicoNgaAko,"@MiaMagdalena Let us be clear on one thing. They are so afraid of number two. 

Their main agenda 1. to emphasize that they are not withdrawing and 2, would protect the sanctity of the will of the people, went afoul, I say kudos to Tito Sotto for clarifying it.","@MiaMagdalena Let us be clear on one thing. They are so afraid of number two. 

Their main agenda 1. to emphasize that they are not withdrawing and 2, would protect the sanctity of the will of the people, went afoul, I say kudos to Tito Sotto for clarifying it."
492,492,2022-04-17 04:42:58+00:00,imchristan,"Tito Sotto just said, ""they(referring to leni) will fight a dishonest election"" as if its a bad thing. dont we all want to have a clean honest election and fight against election fraud. i'm confused.","Tito Sotto just said, ""they(referring to leni) will fight a dishonest election"" as if its a bad thing. dont we all want to have a clean honest election and fight against election fraud. i'm confused."
493,493,2022-04-17 04:42:40+00:00,schiiiinanigans,Mag artista na lang sana sya sama sila ni Tito Sotto mag host,He'll just be an artist with Tito Sotto to host
494,494,2022-04-17 04:41:37+00:00,shinebright620,SINUNOG NA KAYO NI TITO SOTTO DI NA KAYO NAHIYA.,Tito Sotto has burned you without you.
495,495,2022-04-17 04:41:32+00:00,chuwariwappp_,Let's ask Tito Sotto kung sino ba ang may makinarya to manipulate the election?,Let's ask Tito Sotto who has the machinery to manipulate the election?
496,496,2022-04-17 04:40:50+00:00,datendido14,Tito Sotto synthesizing  the presscon. 🤣 #LeniLiwanagSaDilim,Tito Sotto synthesizing  the presscon. 🤣 #LeniLiwanagSaDilim
497,497,2022-04-17 04:40:43+00:00,shinebright620,Oh loko kayo. Yari kayo kay Tito Sotto mga buang hahahahah,Oh you're crazy.You are here with Tito Sotto those who are crazy hahahahah
498,498,2022-04-17 04:40:08+00:00,mystarhiyyih,"the biggest sadbois of philippines 'isko moreno, ping lacson, tito sotto, doc willie ong' 👏👏👏 

#LalakiAngPangguloSaPilipinas
#10RobredoForPresident https://t.co/Qu0BhHkXjr","The biggest Sadbois of Philippines 'Isko Moreno, Ping Lacson, Tito Sotto, Doc Willie Ong' 👏👏👏

#lalakiangangpalpinas
#10ROBREDOFPRESIDENT https://t.co/qu0bhhkxjr"
499,499,2022-04-17 04:34:48+00:00,ktbalaba,OH YUNG MGA LE-TI SUPPORTERS DYAN. Ano na. Kasama si Tito Sotto sa manipulative sadboi presscon. Your move.,Oh those le-ti supporters there.What now.Tito Sotto was with the manipulative sadboi presscon.Your move.
500,500,2022-04-17 04:34:41+00:00,MrTorrecampo,"Joint Conference with Mayor Isko Moreno, Norberto Gonzales, Ping Lacson, Tito Sotto and Ernesto Abella.","Joint Conference with Mayor Isko Moreno, Norberto Gonzales, Ping Lacson, Tito Sotto and Ernesto Abella."
501,501,2022-04-17 04:32:57+00:00,nodiggitynogout,"Ibababa na dapat ni Manny yung mic nang may naalala siya, ""Also sorry homophobic ako. Binabaka ko pa rin kinalakhan kong mga maling ideya. Pacman out!"" Bago tuluyang magwalkout, aambahan niya ng sapak si Tito Sotto pero di niya itutuloy, gusto niya lang makita magflinch.","Manny should lower the mic when he remembered, ""I'm also sorry homophobic. I'm still struggling to greet my wrong ideas. Pacman out!""Before he finally went to bed, he would be amazed at Tito Sotto but he would not continue, he just wanted to see a magflinch."
502,502,2022-04-17 04:30:31+00:00,claireyu,"Isko Moreno Domagoso,Ping Lacson, Norberto Gonzales, and Willie Ong, Tito Sotto the mysogynists in this press conference. You will never have our votes in future. Trying to be relevant now. You're all trying to destroy a strong woman👎 #Halalan2022 https://t.co/JXa7Q6tA45","Isko Moreno Domagoso,Ping Lacson, Norberto Gonzales, and Willie Ong, Tito Sotto the mysogynists in this press conference. You will never have our votes in future. Trying to be relevant now. You're all trying to destroy a strong woman👎 #Halalan2022 https://t.co/JXa7Q6tA45"
503,503,2022-04-17 04:27:39+00:00,hirayalaya,betting a thousand pesos na they wouldn't do this if leni is a man. see how there's no clamor like this when other vice presiential candidates were asked to withdraw for tito sotto?,betting a thousand pesos na they wouldn't do this if leni is a man. see how there's no clamor like this when other vice presiential candidates were asked to withdraw for tito sotto?
504,504,2022-04-17 04:27:30+00:00,clariceecarma,Stop being so hypocrite Ping. Tito Sotto even went to Cebu without you. Iyaqin,Stop being so hypocrite Ping. Tito Sotto even went to Cebu without you. Iyaqin
505,505,2022-04-17 04:26:17+00:00,ichristianramos,"Kala ko nman may bagong iaanunsyo sila Isko, Ping, Norberto Gonzales, tito sotto. Sinabi LNG nila na tuloy ang pgtakbo nila 😂. May pa presscon pa Yun lng pla sasabihin nila.","I have a new announcement to announce Isko, Ping, Norberto Gonzales, Tito Sotto.They said they were running 😂.There is still a presscon yet they will say."
506,506,2022-04-17 04:23:46+00:00,rayvenmatic_,"to si ping galit na galit kala mo hindi siya nakipag sagutan kay lito atienza nung sinabi na si tito sotto at pacquiao na lang, hipokrito 🤪","To Ping you are so angry that he didn't answer Lito Atienza when he said Tito Sotto and Pacquiao were just, hypocritical 🤪"
507,507,2022-04-17 04:21:11+00:00,khauniverse,"ISKO MORENO PING LACSON TITO SOTTO DOC WILLIE MANNY PACQUIAO

Here's my realization from your presscon: 

I will never ever vote any of you for any position should you run again in the future.

Nakakasuka kayo.","ISKO MORENO PING LACSON TITO SOTTO DOC WILLIE MANNY PACQUIAO

Here's my realization from your presscon: 

I will never ever vote any of you for any position should you run again in the future.

Nakakasuka kayo."
508,508,2022-04-17 04:20:11+00:00,EnriquezJMG,Also the time when Tito Sotto went to Cebu without him. 🤣,Also the time when Tito Sotto went to Cebu without him. 🤣
509,509,2022-04-17 04:10:00+00:00,chonkymatt,Check niyo po pls kung may pulse pa si titosotto gutom na ata,Check out pls if Titosotto is still hungry
510,510,2022-04-17 04:01:10+00:00,PhilippineStar,@PaoloSRomero Tito Sotto: He (Pacquiao) is one with the group... Nakikiisa sa layunin. He just had to fly to GenSan for an emergency.,@Paolosromero tito sotto: he (pacquiao) is one with the group ... united in purpose.He just had to fly to GenSan for an emergency.
511,511,2022-04-17 04:00:00+00:00,TheDailyPedia,Cristy Fermin claims she understands KC Concepcion’s stance in not joining her stepdad’s Sen. Kiko Pangilinan’s rallies because of Sen. Tito Sotto https://t.co/9pYQSMfxdM,Cristy Fermin claims she understands KC Concepcion’s stance in not joining her stepdad’s Sen. Kiko Pangilinan’s rallies because of Sen. Tito Sotto https://t.co/9pYQSMfxdM
512,512,2022-04-17 03:51:26+00:00,EngrAdriano,Nagtwetweet yata si Tito Sotto lol Tapos si Doc Willie Ong naman tulala. Si Isko tunog trapo parin.,Tito Sotto is tweeting lol then Doc Willie Ong is crazy.Isko sounds like a trap.
513,513,2022-04-17 03:50:13+00:00,chad_observer,"WALANG ATRASAN | Iyan ang nagkakaisang pahayag ng ilang presidential candidates na sina Mayor Isko Moreno, Sec. Norberto Gonzales, Sen. Ping Lacson at mga VP bets na sina Doc Willie Ong at Senate Pres. Tito Sotto sa presscon ngayong araw (April 17, 2022). 

📷: PTV https://t.co/49eDLZWwso","No attraction |That is the unanimous statement of some presidential candidates Mayor Isko Moreno, Sec.Norberto Gonzales, Sen.Ping Lacson and VP bets Doc Willie Ong and Senate Pres.Tito Sotto at today's presscon (April 17, 2022).

📷: PTV https://t.co/49EDLZWWSO"
514,514,2022-04-17 03:49:58+00:00,krisatienzaph,"@IskoMoreno, @iampinglacson, Tito Sotto, Norberto Gonzales, @DocWillieOng have nothing new to say, nothing new to offer. Isko for one keeps repeating this is a fight among Red and Yellow. That's not even accurate. It's a fight between Evil and Good. #LetLeniKikoLead2022","@IskoMoreno, @iampinglacson, Tito Sotto, Norberto Gonzales, @DocWillieOng have nothing new to say, nothing new to offer. Isko for one keeps repeating this is a fight among Red and Yellow. That's not even accurate. It's a fight between Evil and Good. #LetLeniKikoLead2022"
515,515,2022-04-17 03:47:51+00:00,ncpagumalohokan,"Vice Presidential candidate Tito Sotto also said that Manny Pacquiao, although unable to attend, is in solidarity with the presidential aspirants. 

#Halalan2022","Vice Presidential candidate Tito Sotto also said that Manny Pacquiao, although unable to attend, is in solidarity with the presidential aspirants. 

#Halalan2022"
516,516,2022-04-17 03:47:43+00:00,cnnphilippines,"Vice presidential candidate and Senate President Tito Sotto: On my part, ako'y nakikiisa sa layunin ng mga sinasabi sa ating presidential candidates. I fully support the stand that they are making on this. https://t.co/jffOyyKUmy","Vice Presidential Candidate and Senate President Tito Sotto: On my part, I am united in the purpose of what our presidential candidates say.I fully support the stand that they are making on this.https://t.co/jffoyyKumy"
517,517,2022-04-17 03:47:26+00:00,TheLaSallian,"Vice presidentiables Dr. Willie Ong and Sen. Tito Sotto will also maintain their position in the race.

Lacson states that they have been asked to withdraw from the race and have experienced ""hijacking"" during sorties.","Vice presidentiables Dr. Willie Ong and Sen. Tito Sotto will also maintain their position in the race.

Lacson states that they have been asked to withdraw from the race and have experienced ""hijacking"" during sorties."
518,518,2022-04-17 03:46:20+00:00,Pureforcerescue,"Nandito na po tayo ngayon sa venue ng joint press conference at kasama na po natin sina Sen. Ping Lacson, former Defense Sec. Norberto Gonzales,  Senate President Tito Sotto at Doc Willie Ong. https://t.co/ATC7CWwq0N","We are now at the Joint Press Conference venue and with Sen.Ping Lacson, former Defense Sec.Norberto Gonzales, Senate President Tito Sotto and Doc Willie Ong.https://t.co/atc7cwwq0n"
519,519,2022-04-17 03:46:14+00:00,jojosoliman,"Nandito na po tayo ngayon sa venue ng joint press conference at kasama na po natin sina Sen. Ping Lacson, former Defense Sec. Norberto Gonzales,  Senate President Tito Sotto at Doc Willie Ong. https://t.co/CoEIR0l8QH","We are now at the Joint Press Conference venue and with Sen.Ping Lacson, former Defense Sec.Norberto Gonzales, Senate President Tito Sotto and Doc Willie Ong.https://t.co/coeir0L8QH"
520,520,2022-04-17 03:45:15+00:00,NewsRmn,"Ayon kay Lacson, bagama’t nais ng mga presidentiables na isikreto muna ang tungkol sa joint press conference ay sinabi niyang kailangan niya itong ipaalam sa running mate niyang si Senate President Tito Sotto sa ngalan ng transparency. | #DZXL558","According to Lacson, although the presidentiables wanted to hide the joint press conference first, he said he needed to inform his running mate Senate President Tito Sotto on behalf of transparency.|#DZXL558"
521,521,2022-04-17 03:44:05+00:00,ANCALERTS,"NOW: Presidential candidates Mayor Isko Moreno Domagoso, Sen. Ping Lacson, former defense secretary Norberto Gonzales, and VP bets Dr. Willie Ong and Senate President Tito Sotto hold joint press conference in Makati City #Halalan2022 | via @biancadava https://t.co/ByDDQ53y2O","NOW: Presidential candidates Mayor Isko Moreno Domagoso, Sen. Ping Lacson, former defense secretary Norberto Gonzales, and VP bets Dr. Willie Ong and Senate President Tito Sotto hold joint press conference in Makati City #Halalan2022 | via @biancadava https://t.co/ByDDQ53y2O"
522,522,2022-04-17 03:33:24+00:00,ramboreports,"LIVESTREAM: Presidential bets hold Easter Sunday press conference 

Isko Moreno, Ping Lacson, Tito Sotto, Willie Ong, Norberto Gonzales present. Manny Pacquiao on the way from Mindanao. #PHVote #WeDecide 
https://t.co/Oy8Om8cVgC","LIVESTREAM: Presidential bets hold Easter Sunday press conference 

Isko Moreno, Ping Lacson, Tito Sotto, Willie Ong, Norberto Gonzales present. Manny Pacquiao on the way from Mindanao. #PHVote #WeDecide 
https://t.co/Oy8Om8cVgC"
523,523,2022-04-17 03:32:05+00:00,DZMMTeleRadyo,"@robertmanodzmm NOW: Simula na ng joint press conference nina Presidential candidates Mayor Isko Moreno Domagoso, Sen. Ping Lacson, former defense secretary Norberto Gonzales, at VP bets Dr. Willie Ong, Senate President Tito Sotto. #Halalan2022 | via @biancadava https://t.co/Eo2OojpMZc","@robertmanodzmm now: He simulated the joint press conference nina Presidential Candidates Mayor Isko Moreno Domagoso, Sen.Ping Lacson, Former Defense Secretary Norberto Gonzales, at VP Bets Dr.Willie Ong, Senate President Tito Sotto.#halalan2022 |via @Biancadava https://t.co/eo2oojpmzc"
524,524,2022-04-17 03:30:02+00:00,ABSCBNNews,"@biancadava NOW: Presidential candidates Mayor Isko Moreno Domagoso, Sen. Ping Lacson, former defense secretary Norberto Gonzales, and VP bets Dr. Willie Ong, Senate President Tito Sotto hold joint press conference in Makati City #Halalan2022 | via @biancadava https://t.co/IfhNfxxhz5","@biancadava NOW: Presidential candidates Mayor Isko Moreno Domagoso, Sen. Ping Lacson, former defense secretary Norberto Gonzales, and VP bets Dr. Willie Ong, Senate President Tito Sotto hold joint press conference in Makati City #Halalan2022 | via @biancadava https://t.co/IfhNfxxhz5"
525,525,2022-04-17 03:29:53+00:00,rapplerdotcom,"@jairojourno IN ATTENDANCE: Isko Moreno, Ping Lacson, and Norberto Gonzales.

Tito Sotto and Willie are also here. #PHVote #WeDecide | via @jairojourno

WATCH: https://t.co/GQzBAhTeOv https://t.co/XAuFG1QZHH","@Jairoirojourno in Attendance: Isko Moreno, Ping Lacson, and Norberto Gonzales.

Tito Sotto and Willie Are also here.#PHVOTE #Wedecide |via @Jairouirojourno

Watch: https://t.co/gqzbahteov https://t.co/xaufg1qzzhhh"
526,526,2022-04-17 03:29:43+00:00,onenewsph,"Manila Mayor Isko Moreno tweets a photo with Sen. Ping Lacson, former defense secretary Norberto Gonzales, Sen. Pres. Tito Sotto, and Dr. Willie Ong. #BilangPilipino2022

READ: https://t.co/jLmb8LAY0M

📷 Isko Moreno https://t.co/beaKcNz4Zw","Manila Mayor Isko Moreno tweets photo with Sen.Ping Lacson, Former Defense Secretary Norberto Gonzales, Sen.Pres.Tito Sotto, and Dr.Willie Ong.# countilipino2

READ: https://t.co/jlmb8lay0M

📷 Isko Moreno https://t.co/beakcnz4zw"
527,527,2022-04-17 03:29:41+00:00,Chris_Derrick28,@jownuss It was said that they would drop all their VP candidates to support Tito Sotto 🤮,@jownuss It was said that they would drop all their VP candidates to support Tito Sotto 🤮
528,528,2022-04-17 03:29:17+00:00,PTVph,"Makikitang kasama rin nila ang kanilang running mate na sina Doc Willie Ong at Sen. Tito Sotto. (📸: Isko Moreno Domagoso FB page) | via Patrick de Jesus

#HatolNgBayan2022
#PTVElectionTV","They will also be seen with their running mate Doc Willie Ong and Sen.Tito Sotto.(📸: Isko Moreno Domagoso FB Page) |via patrick de jesus

#HOLYNGBAYAN2022
#PtvelectionTV"
529,529,2022-04-17 03:29:05+00:00,biancadava,"NOW: Presidential candidates Mayor Isko Moreno Domagoso, Sen. Ping Lacson, former defense secretary Norberto Gonzales, and VP bets Dr. Willie Ong, Senate President Tito Sotto hold joint press conference in Makati City #Halalan2022 @ABSCBNNews https://t.co/hYaawJyk2A","NOW: Presidential candidates Mayor Isko Moreno Domagoso, Sen. Ping Lacson, former defense secretary Norberto Gonzales, and VP bets Dr. Willie Ong, Senate President Tito Sotto hold joint press conference in Makati City #Halalan2022 @ABSCBNNews https://t.co/hYaawJyk2A"
530,530,2022-04-17 03:28:59+00:00,jairojourno,"IN ATTENDANCE: Isko Moreno, Ping Lacson, and Norberto Gonzales.

Tito Sotto and Willie are also here. https://t.co/Qb2BAp2iY9","IN ATTENDANCE: Isko Moreno, Ping Lacson, and Norberto Gonzales.

Tito Sotto and Willie are also here. https://t.co/Qb2BAp2iY9"
531,531,2022-04-17 03:28:14+00:00,rapplerdotcom,@jairojourno LOOK: VP bets Tito Sotto and Willie Ong join their standard bearers on stage. #PHVote #WeDecide | via @jairojourno https://t.co/9eQFK3ucU0,@jairojourno LOOK: VP bets Tito Sotto and Willie Ong join their standard bearers on stage. #PHVote #WeDecide | via @jairojourno https://t.co/9eQFK3ucU0
532,532,2022-04-17 03:27:45+00:00,jairojourno,LOOK: VP bets Tito Sotto and Willie Ong join their standard bearers on stage. https://t.co/wXKcSh8YSU,LOOK: VP bets Tito Sotto and Willie Ong join their standard bearers on stage. https://t.co/wXKcSh8YSU
533,533,2022-04-17 03:26:24+00:00,radyopilipinas1,"TINGNAN | Nasa holding area na ang tandem nina presidential candidate Ping Lacson at VP candidate Tito Sotto, presidential candidate Isko Moreno at VP candidate Willie Ong at si presidential candidate Norberto Gonzales. | via Nimfa Mae Asuncion

📸: Senate Pres. Vicente Sotto III https://t.co/SLovmlUK9z","See |The tandem is in the holding area of presidential candidate Ping Lacson and VP candidate Tito Sotto, presidential candidate Isko Moreno and VP candidate Willie Ong and presidential candidate Norberto Gonzales.|via nimfa mae asuncion

📸: Senate Pres.Vicente Sotto III https://t.co/slovmluk9z"
534,534,2022-04-17 03:26:22+00:00,cnnphilippines,"@pnbarcelonlive @iampinglacson @MannyPacquiao @IskoMoreno @DocWillieOng Also in the photo is Lacson’s running mate, Senate President Tito Sotto and Dr. Willie Ong, Moreno’s running mate | @pnbarcelonlive","@pnbarcelonlive @iampinglacson @MannyPacquiao @IskoMoreno @DocWillieOng Also in the photo is Lacson’s running mate, Senate President Tito Sotto and Dr. Willie Ong, Moreno’s running mate | @pnbarcelonlive"
535,535,2022-04-17 03:12:06+00:00,Chris_Derrick28,@callmejates Lalaglag nila all their VP Candidates to support Tito Sotto 🤮,@callmejates Lalaglag nila all their VP Candidates to support Tito Sotto 🤮
536,536,2022-04-17 03:10:26+00:00,tribunephl_jom,"VP bet Doc Willie Ong arrives here at the Manila Peninsula. He dispels speculations that he would withdraw from the vice presidential race to give way to Senate President Tito Sotto III.

Ong: Alam niyo naman di ako nababayaran. Walang ganunan. | @tribunephl https://t.co/9xfB2dIovC","VP Bet Doc Willie Ong arrives here at the Manila Peninsula.He dispels speculations that he would withdraw from the vice presidential race to give way to Senate President Tito Sotto III.

Ong: You know I didn't pay.There is no love.|@tribunephl https://t.co/9xfb2diovc"
537,537,2022-04-17 03:07:53+00:00,cnnphilippines,@pnbarcelonlive @iampinglacson @MannyPacquiao @IskoMoreno @DocWillieOng Ong also claims he does not know of any moves by those attending the presser if it was called to support the candidacy of Senate President Tito Sotto for Vice President | @pnbarcelonlive #TheFilipinoVotes,@pnbarcelonlive @iampinglacson @MannyPacquiao @IskoMoreno @DocWillieOng Ong also claims he does not know of any moves by those attending the presser if it was called to support the candidacy of Senate President Tito Sotto for Vice President | @pnbarcelonlive #TheFilipinoVotes
538,538,2022-04-17 03:05:41+00:00,rapplerdotcom,"@jairojourno WATCH: VP bet Willie Ong says he will not withdraw from the race. 

He explains he is attending the presser since Sen. Tito Sotto, Lacson’s running mate, will also attend. #PHVote #WeDecide | via @jairojourno https://t.co/YuYIkn47jz","@jairojourno WATCH: VP bet Willie Ong says he will not withdraw from the race. 

He explains he is attending the presser since Sen. Tito Sotto, Lacson’s running mate, will also attend. #PHVote #WeDecide | via @jairojourno https://t.co/YuYIkn47jz"
539,539,2022-04-17 03:04:58+00:00,jairojourno,"WATCH: VP bet Willie Ong says he will not withdraw from the race. 

He explains he is attending the presser since Sen. Tito Sotto, Lacson’s running mate, will also attend. https://t.co/AEzziCwFMe","WATCH: VP bet Willie Ong says he will not withdraw from the race. 

He explains he is attending the presser since Sen. Tito Sotto, Lacson’s running mate, will also attend. https://t.co/AEzziCwFMe"
540,540,2022-04-17 03:04:37+00:00,dandandenden,"Aksyon Demokratiko VP bet Dr. Willie Ong denies prescon is to support the candidacy of Senate President Tito Sotto.

""Ano ako tanga?""- says Ong.","Action Democratic VP Bet Dr.Willie Ong Denies Prescon is to support the candidacy of Senate President Tito Sotto.

""What am I?""- says Ong."
541,541,2022-04-17 03:02:31+00:00,camillesmnte,Imbitado rin ang vice presidential candidates na sina Dr. Willie Ong at Senate Pres. Tito Sotto sa press conference. @News5PH @onenewsph,Vice presidential candidates Dr.Willie Ong and Senate President.Tito Sotto at the press conference.@News5ph @onenewsph
542,542,2022-04-17 02:59:16+00:00,ABSCBNNews,"@biancadava Three vice presidential bets are expected to attend today’s press conference at the Manila Peninsula Hotel.

Domagoso’s running mate Dr. Willie Ong and Lacson’s running mate Senate President Tito Sotto are already here at the venue. #Halalan2022 | via @biancadava https://t.co/RZqMfdmhMR","@biancadava Three vice presidential bets are expected to attend today’s press conference at the Manila Peninsula Hotel.

Domagoso’s running mate Dr. Willie Ong and Lacson’s running mate Senate President Tito Sotto are already here at the venue. #Halalan2022 | via @biancadava https://t.co/RZqMfdmhMR"
543,543,2022-04-17 02:57:13+00:00,biancadava,"Three vice presidential bets are expected to attend today’s press conference at the Manila Peninsula Hotel.

Domagoso’s running mate Dr. Willie Ong and Lacson’s running mate Senate President Tito Sotto are already here at the venue. #Halalan2022 @ABSCBNNews https://t.co/Qp4pbJUgvp","Three vice presidential bets are expected to attend today’s press conference at the Manila Peninsula Hotel.

Domagoso’s running mate Dr. Willie Ong and Lacson’s running mate Senate President Tito Sotto are already here at the venue. #Halalan2022 @ABSCBNNews https://t.co/Qp4pbJUgvp"
544,544,2022-04-17 02:53:44+00:00,kimmyEfAy,"@MiaMagdalena Just like kiko vs tito sotto.
Kris vs her men","@MiaMagdalena Just like kiko vs tito sotto.
Kris vs her men"
545,545,2022-04-17 02:50:33+00:00,ArthurAlonzo6,@mjaysoncayabyab @PhilippineStar @onenewsph One thing is they want to raise the hand of Tito Sotto.,@mjaysoncayabyab @PhilippineStar @onenewsph One thing is they want to raise the hand of Tito Sotto.
546,546,2022-04-17 02:38:18+00:00,rapplerdotcom,"@jairojourno Senator Ping Lacson is now at the venue, according to his media team.

His running mate, Senate President Tito Sotto also arrived at The Peninsula Manila. #PHVote #WeDecide | via @jairojourno","@jairojourno Senator Ping Lacson is now at the venue, according to his media team.

His running mate, Senate President Tito Sotto also arrived at The Peninsula Manila. #PHVote #WeDecide | via @jairojourno"
547,547,2022-04-17 02:37:44+00:00,jairojourno,"Senator Ping Lacson is now at the venue, according to his media team.

His running mate, Senate President Tito Sotto also arrived at The Peninsula Manila.","Senator Ping Lacson is now at the venue, according to his media team.

His running mate, Senate President Tito Sotto also arrived at The Peninsula Manila."
548,548,2022-04-17 02:33:18+00:00,thun_poop,@sotto_tito This is why Tito Sotto doesn't deserve to be a VP of this country. Make sure that being a senator is the highest position he can ever get.,@sotto_tito This is why Tito Sotto doesn't deserve to be a VP of this country. Make sure that being a senator is the highest position he can ever get.
549,549,2022-04-17 02:31:26+00:00,enchntrs_,HAHAHAHAHAHAHAH JUSKOOO TITO SOTTO JUST SAW ME IN MY PAJAMAS 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,Hahahahahahahah juskooo tito sotto just saw me in my pajamas 😭😭😭😭😭😭😭😭😭😭😭😭😭😭
550,550,2022-04-17 02:15:43+00:00,Chris_Derrick28,@iJPaulR Lalaglag nila lahat ng VP nila to support Tito Sotto 🤷‍♂️,@ijpaulr they will drop all their VP to support tito sotto 🤷‍♂️
551,551,2022-04-17 02:02:56+00:00,enchntrs_,WTF HAHAHAHAH NAKITA NAMIN SI TITO SOTTO LIKE LEGIT,Wtf hahahahah we saw tito sotto like legit
552,552,2022-04-17 01:58:32+00:00,Rye05511143,@brymac9168 @EserChlorakas @sotto_tito @sotto_tito why pass the blame again to PRRD? Incompetent much? I will never allow my socmed accts to be registered with my simcard. Period.,@brymac9168 @EserChlorakas @sotto_tito @sotto_tito why pass the blame again to PRRD? Incompetent much? I will never allow my socmed accts to be registered with my simcard. Period.
553,553,2022-04-17 00:52:33+00:00,DarwinDeacosta,"@ChescaPersia Di naman aatras yang mga yan, i eendorso lng nila si tito sotto, isa na lng magiging VP nila","@Chescapersia are not backing down, they will endorse Tito Sotto, one that will be their VP"
554,554,2022-04-16 23:42:05+00:00,GreaterGutz,@dTnalakRiderSR @sotto_tito Sotto is singing to the choir,@dTnalakRiderSR @sotto_tito Sotto is singing to the choir
555,555,2022-04-16 23:41:46+00:00,bogs_nbrs,my guess is they will adopt a common vp candidate-si tito sotto. kase diba yun ung sinusubo ni ping kay pacquiao last week. so baka yun nga,My guess is that they will adopt a common VP candidate-Tito Sotto.That's why Ping was sorry for Pacquiao last week.So maybe that's it
556,556,2022-04-16 22:26:27+00:00,Androford06,"@MiaMagdalena If i were to tito sotto iwan nya sa laban si lacson kung ang plano ng mga yan pagkaisahan si leni... thats the real gentleman, pakunswelo man lang kay sharon...... hahahaha","@Miamagdalena if I were to Tito Sotto he would leave Lacson in the fight if Leni's plan was to be united ... thats the real gentleman, at least sharon ...... hahahaha"
557,557,2022-04-16 19:38:36+00:00,j_omelette,Malabo na mag-withdraw sila para kay Leni. Apat sa kanila ang mag-withdraw tapos si Isko ang i-endorso nila at ang VP ay si Tito Sotto hahahahaha parang netflix series 'tong politika sa Pinas.,It is a shame that they will withdraw for Leni.Four of them will withdraw and Isko will endorse them and the VP is Tito Sotto hahahahaha like the Netflix series' politics in Pinas.
558,558,2022-04-16 19:08:35+00:00,KulayPinx,@brymac9168 @sotto_tito @sotto_tito ano bang alam ni Drilon sa inyo at takot na takot kayo sa kanya ha tito sen? 🤭😂😂😂,@Brymac9168 @sotto_tito @sotto_tito what does Drilon know about you and are you afraid of him Tito Sen?🤭😂😂😂
559,559,2022-04-16 17:56:25+00:00,BLDSKER,"@MackinleyZamora Possible 2 scenarios about the presscon today 1st  to discredit VPLeni about the unity talks last year, 2nd to field or endorse Tito Sotto as VP, to beat SWOH, which favorable to Kiko na nabasag ang boto ni SWOH, but pity to Ong and Atienza as sacrificial lamb #justguessing","@MackinleyZamora Possible 2 scenarios about the presscon today 1st  to discredit VPLeni about the unity talks last year, 2nd to field or endorse Tito Sotto as VP, to beat SWOH, which favorable to Kiko na nabasag ang boto ni SWOH, but pity to Ong and Atienza as sacrificial lamb #justguessing"
560,560,2022-04-16 17:43:48+00:00,MarkBrosoto_,Pero tingin ko baka si tito sotto supportahan ng 5 yan Hahahahaha 😂😂😂,But I think maybe Tito Sotto supports 5 yan hahahahaha 😂😂😂
561,561,2022-04-16 17:16:07+00:00,chuckpogi,"From what I heard, the five presidential bets will hold a press conference to formally announce their unity behind a single vice presidential candidate - Tito Sotto.","From what I heard, the five presidential bets will hold a press conference to formally announce their unity behind a single vice presidential candidate - Tito Sotto."
562,562,2022-04-16 17:09:00+00:00,TitleistGolfer5,"@canete_darwin Whenever I hear the  name Tito Sotto, Pepsi Paloma Case comes to mind.","@canete_darwin Whenever I hear the  name Tito Sotto, Pepsi Paloma Case comes to mind."
563,563,2022-04-16 16:24:04+00:00,CarloLinga,"@mjaysoncayabyab @PhilippineStar @onenewsph They'll just announce that they're uniting on common VP candidate, Tito Sotto to defeat Sara. That will ensure that they stay relevant whoever wins as president if Tito wins over Sara. That explains the reluctance of Pacquiao to join in sensing it might be a trap","@mjaysoncayabyab @PhilippineStar @onenewsph They'll just announce that they're uniting on common VP candidate, Tito Sotto to defeat Sara. That will ensure that they stay relevant whoever wins as president if Tito wins over Sara. That explains the reluctance of Pacquiao to join in sensing it might be a trap"
564,564,2022-04-16 15:53:53+00:00,jaybcal,@guingonabart They may announce backing Tito Sotto as their VP.,@guingonabart They may announce backing Tito Sotto as their VP.
565,565,2022-04-16 15:21:07+00:00,TriphopCA,@Julitamc2 Di ano si tito sotto impotent,@Julitamc2 of Ano Si Tito under impotent
566,566,2022-04-16 15:19:16+00:00,MachinegunLetty,I think they'll all support Leni provided that Kiko withdraws and Tito Sotto will be her VP.,I think they'll all support Leni provided that Kiko withdraws and Tito Sotto will be her VP.
