,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,User,Tweet,translated,Positive,Negative,Neutral,Compound,Sentiment,Cleaned
355,355,355,355,2022-04-17 10:25:37+00:00,puloy60,@PhilippineStar @PaoloSRomero Its your choice and that does not make you any better than Isko Moreno and Norberto Gonzales! Idinamay mo pa si Tito Sotto!,@PhilippineStar @PaoloSRomero It's your choice and that does not make you any better than Isko Moreno and Norberto Gonzales! Dinamay mo pa si Tito Sotto!,0.127,0.0,0.873,0.5399,Positive,choic make better isko moreno norberto gonzales  dinamay mo pa si tito sotto 
356,356,356,356,2022-04-17 10:20:49+00:00,stan_navarro,"@PhilippineStar @PaoloSRomero My vote for VP sana is for Tito Sotto, but now kay Kiko na ako!!!","@PhilipPtestar @paolosromero my vote for VP sana is for Tito Sotto, but now Kiko na ako !!!",0.0,0.0,1.0,0.0,Neutral,vote vp sana tito sotto  kiko na ako    
357,357,357,357,2022-04-17 10:20:01+00:00,beamfl,@andy_crush Look at Tito Sotto’s face to Ping. Parang c’mon you can do better than that.,@andy_crush Look at Tito Sotto’s face to Ping. Parang c’mon you can do better than that.,0.162,0.0,0.838,0.4404,Positive,look tito sotto face ping  parang cmon better that 
358,358,358,358,2022-04-17 10:14:06+00:00,Crabby353,@MikeeGulla Look at the face of Tito Sotto as his running mate speaks up.,@MikeeGulla Look at the face of Tito Sotto as his running mate speaks up.,0.0,0.0,1.0,0.0,Neutral,look face tito sotto run mate speak up 
359,359,359,359,2022-04-17 10:06:59+00:00,baklasiCha,"@jeimirin @cnnphilippines Before sya mag filg coc,kasama si bam aquino, 2nd was with tito sotto. Panoorin mo. Kaya sila ng presscon kasi 5 sila pinag baback outng pink.","@jeimirin @cnnphilippines before he filg coc, with bam aquino, 2nd was with tito sotto.Watch it.So they were presscon because they were 5 pink.",0.0,0.0,1.0,0.0,Neutral,filg coc  bam aquino  nd tito sotto watch it so presscon pink 
360,360,360,360,2022-04-17 09:59:58+00:00,_christenson18_,"included in the line up of team no balls are ping lacson, norberto gonzales, tito sotto, and willie ong.","included in the line up of team no balls are ping lacson, norberto gonzales, tito sotto, and willie ong.",0.0,0.109,0.891,-0.296,Negative,includ line team ball ping lacson  norberto gonzales  tito sotto  willi ong 
361,361,361,361,2022-04-17 09:59:43+00:00,slyzia29,"Oo it's a crime Tito Sotto kaya never ako bumoto syo
Mag host ka nalang ng eb at mambola ka dun","Yes it's a crime tito sotto so i never voted for you
You will host EB and you will",0.127,0.165,0.708,-0.2023,Negative,ye crime tito sotto never vote youyou host eb
362,362,362,362,2022-04-17 09:59:03+00:00,kaylonghasaeyo_,"Isko Moreno, Norberto Gonzales, Ping Lacson, Willie Ong, Tito Sotto deciding kung sang hotel sila magkakalat for today's vidyaw: https://t.co/jJzeEjQ71V","Isko Moreno, Norberto Gonzales, Ping Lacson, Willie Ong, Tito Sotto Deciding if they are in the hotel for today's Vidyaw: https://t.co/JJZEEJQ71V",0.0,0.0,1.0,0.0,Neutral,isko moreno  norberto gonzales  ping lacson  willi ong  tito sotto decid hotel today  vidyaw 
363,363,363,363,2022-04-17 09:55:25+00:00,c_bibi,"For a while, I thought only LBM was weak, immature, &amp; unstable. I now realize that these three also belong to the same categories. Tito Sotto, Willie Ong &amp; Pacquiao too if, indeed, he was part of them. This #Eleksyon2022, only #LeniKiko2022 deserves our votes. #Halalan2022 https://t.co/tTTi6bYjLc","For a while, I thought only LBM was weak, immature, &amp; unstable. I now realize that these three also belong to the same categories. Tito Sotto, Willie Ong &amp; Pacquiao too if, indeed, he was part of them. This #Eleksyon2022, only #LeniKiko2022 deserves our votes. #Halalan2022 https://t.co/tTTi6bYjLc",0.0,0.114,0.886,-0.6597,Negative,while  thought lbm weak  immature   amp  unstable  realiz three also belong categories  tito sotto  willi ong  amp  pacquiao if  indeed  part them  deserv votes 
364,364,364,364,2022-04-17 09:53:35+00:00,marianneyyy,"abi ko ba ug united, laglagan man lagi dayun. also ka funny ni tito sotto nagdali-dali ug exit aron makalikay sa reporters","Do I think United, let's go for a day.Also funny by Tito Sotto hurried and exit to avoid reporters",0.26,0.1,0.639,0.5423,Positive,think united  let  go day also funni tito sotto hurri exit avoid report
365,365,365,365,2022-04-17 09:53:11+00:00,nervslindo,"Yung 4 kahit anong gawin mababa sa survey, pero si Tito Sotto na supposedly no.2 eh sana kahit papaano nag-isip di ba kung ano mapapala nya sa press con?","The 4 whatever was done in the survey, but Tito Sotto was supposed to be no.2 eh how could he ever think about what he would do in the press con?",0.0,0.0,1.0,0.0,Neutral,whatev done survey  tito sotto suppos no   eh could ever think would press con 
366,366,366,366,2022-04-17 09:51:36+00:00,cusslikeme,"@xyzipitiem ""Dont ask me, miron lang ako dito"" sabi ni Tito Sotto...Fact is, Leni inspires more than all of them combined.   #WithLeni #LetLeniLead  #LastManStandingIsAWoman","@xyzidem ""Dont Ask Me, I'm just miron here"" said Tito Sotto ""Fact is, leni inspires more than all of them combined.#withleni #letlenilead #LATMANSTMANDISTOMAN",0.116,0.0,0.884,0.4404,Positive, dont ask me  i m miron here  said tito sotto  fact is  leni inspir combined 
367,367,367,367,2022-04-17 09:49:16+00:00,BudyongOnline,"UPDATE: Not even 24 hours after the press conference on Sunday, April 17, presidential aspirant Ping Lacson and running mate Tito Sotto clarified in an interview that they do not ask for Vice President Leni Robredo to withdraw from running for president this coming elections. https://t.co/PyPDTHCwYb","UPDATE: Not even 24 hours after the press conference on Sunday, April 17, presidential aspirant Ping Lacson and running mate Tito Sotto clarified in an interview that they do not ask for Vice President Leni Robredo to withdraw from running for president this coming elections. https://t.co/PyPDTHCwYb",0.0,0.0,1.0,0.0,Neutral,update  even hour press confer sunday  april presidenti aspir ping lacson run mate tito sotto clarifi interview ask vice presid leni robredo withdraw run presid come elections 
368,368,368,368,2022-04-17 09:41:22+00:00,Vorac1ousReader,"Tito Sotto said na he was supposed to be there but di makaka-attend due to his flight daw.

So TBD pa si Manny ATM.","Tito Sotto said na he was supposed to be there but di makaka-attend due to his flight daw.

So TBD pa si Manny ATM.",0.0,0.0,1.0,0.0,Neutral,tito sotto said na suppos di makaka attend due flight daw so tbd pa si manni atm 
369,369,369,369,2022-04-17 09:36:30+00:00,Lomiiiii__,"Naalala ko yung kausap kong Law Student, pag nagkita daw sila Ni Tito Sotto bibigyan niya daw ng Pepsi hahahaha. Langya non stop tawa ko dun sa part na yon.","I remember talking to my law student, when they met Tito Sotto he would give Pepsi hahahaha.Langya non stop I laugh at that part.",0.14,0.085,0.775,0.34,Positive,rememb talk law student  met tito sotto would give pepsi hahahaha langya non stop laugh part 
370,370,370,370,2022-04-17 09:32:42+00:00,donghaeiden_,omygad tito sotto anuna HAHAHAHA the face says it all,omygad tito sotto anuna HAHAHAHA the face says it all,0.0,0.0,1.0,0.0,Neutral,omygad tito sotto anuna hahahaha face say
371,371,371,371,2022-04-17 09:30:39+00:00,PTVph,"WATCH: Despite the appeal of Manila Mayor Isko Moreno Domagoso to Vice President Leni Robredo to withdraw, Sen. Ping Lacson and Sen. Tito Sotto clarify they do not share the same sentiment.

#HatolNgBayan2022
#PTVElectionTV https://t.co/Djg5HisM28","WATCH: Despite the appeal of Manila Mayor Isko Moreno Domagoso to Vice President Leni Robredo to withdraw, Sen. Ping Lacson and Sen. Tito Sotto clarify they do not share the same sentiment.

#HatolNgBayan2022
#PTVElectionTV https://t.co/Djg5HisM28",0.0,0.053,0.947,-0.2235,Negative,watch  despit appeal manila mayor isko moreno domagoso vice presid leni robredo withdraw  sen  ping lacson sen  tito sotto clarifi share sentiment 
372,372,372,372,2022-04-17 09:29:47+00:00,TagaIsla2,#eastereggs missing balls nila #PingLacson #IskoMoreno #titosotto gone missing.,#eastereggs missing balls nila #PingLacson #IskoMoreno #titosotto gone missing.,0.0,0.386,0.614,-0.5267,Negative,miss ball nila gone missing 
373,373,373,373,2022-04-17 09:21:03+00:00,whoyeah57,@khauniverse wala ata si pacquiao dun norberto gonzales ata yung andun and tito sotto and doc willy ong,@khauniverse wala ata Pacquiao dun Norberto Gonzales ata Yung andun and Tito Sotto and Doc Willy Ong,0.0,0.0,1.0,0.0,Neutral,wala ata pacquiao dun norberto gonzal ata yung andun tito sotto doc willi ong
374,374,374,374,2022-04-17 09:19:29+00:00,engr_richieboi,chura ni tito sotto hahahah parang nayamot siya sa sagot ni lacson eh,chura ni tito sotto hahahah he seems annoyed at lacson's answer eh,0.0,0.191,0.809,-0.3818,Negative,chura ni tito sotto hahahah seem annoy lacson  answer eh
375,375,375,375,2022-04-17 09:14:46+00:00,pope_of_M,"tito sotto giving strong ""group mate who advised against a decision pero hindi pinakinggan ng group leader nilang bida-bida"" energy https://t.co/UYp96NpS5L","Tito Sotto Giving Strong ""Group Mate Who Advised Against a Decision but their group leader has not listened to"" Energy https://t.co/uyp96NPS5L",0.167,0.096,0.737,0.1603,Positive,tito sotto give strong  group mate advis decis group leader listen to  energi
376,376,376,376,2022-04-17 09:02:04+00:00,harry41480996,Kahiya naman Tito Sotto kay VICO mas may utak https://t.co/NxJppNbi97,Shame Tito Sotto to Vico more with a brain https://t.co/NXJPPNBI97,0.0,0.279,0.721,-0.4767,Negative,shame tito sotto vico brain
377,377,377,377,2022-04-17 09:00:54+00:00,rospzamora,Omg yung side glance ni Sen Tito Sotto! He cannot hide it.,Omg yung side glance ni Sen Tito Sotto! He cannot hide it.,0.141,0.0,0.859,0.2047,Positive,omg yung side glanc ni sen tito sotto  cannot hide it 
378,378,378,378,2022-04-17 08:57:11+00:00,peterpenduko3,"Sen. Tito Sotto!
https://t.co/1ewmy0VMbs","Sen. Tito below!
https://t.co/1EWMY0VMS",0.0,0.0,1.0,0.0,Neutral,sen  tito below 
379,379,379,379,2022-04-17 08:53:23+00:00,GusAgustin,"Regarding the PressCon/Easter Egg hunt kanina with Isko, Tito Sotto, Lacson, Ong and Gonzales... Kay Leni lang special ang lugaw kasi may Itlog! #unbotheredqueen #LeniLugaw #LugawIsEssential https://t.co/phAYPURTfF","Regarding the presscon/easter egg Hunt to Isko, Tito Sotto, Lacson, ong and Gonzales... Kay leni LAN LAN SPAI LUGAGE ON EGGS!#UNBOTHEREDQUEEN #Lenilugaw #Gaiwissential https://t.co/Phaypurtff",0.0,0.0,1.0,0.0,Neutral,regard presscon east egg hunt isko  tito sotto  lacson  ong gonzales    kay leni lan lan spai lugag eggs 
380,380,380,380,2022-04-17 08:50:35+00:00,Mariatwitsta,@AltABSCBN Hindi sila masyado nagsalita ni Tito Sotto. Para nga gusto na nila umalis sa presscon kanina hahahaha. Kalat ng mga ka-tandem nila e,@Altabscbn they didn't talk much about Tito Sotto.It was as if they wanted to leave the presscon earlier hahahaha.The tandem mates they e,0.0,0.054,0.946,-0.0516,Negative,talk much tito sotto it want leav presscon earlier hahahaha th tandem mate e
381,381,381,381,2022-04-17 08:49:46+00:00,ltzibitsyspider,Tito Sotto be like: Ano ba itong pinasok ko?,Tito Sotto be like: What did I enter?,0.294,0.0,0.706,0.3612,Positive,tito sotto like  enter 
382,382,382,382,2022-04-17 08:49:39+00:00,claudiopoy,"@rapplerdotcom Also, did Tito Sotto just say Korique? Haha","@rapplerdrotcom also, did Tito Sotto just Say Korique?Hahaha",0.0,0.0,1.0,0.0,Neutral,also  tito sotto say korique hahaha
383,383,383,383,2022-04-17 08:49:06+00:00,jaaantzen,"Mayor Isko Moreno:
Sen. Ping Lacson:
Norberto Gonzales:
Dr. Willie Ong:
Tito Sotto: 

#DyingInside 🥲 https://t.co/BqhzfdtNul","Mayor Isko Moreno:
Sen.Ping Lacson:
Norberto Gonzales:
Dr.Willie Ong:
Tito Sotto:

#Dyinginside 🥲 https://t.co/bqhzfdtnul",0.0,0.0,1.0,0.0,Neutral,mayor isko morenoen p lacson norberto gonzalesr willi ong tito sotto 
384,384,384,384,2022-04-17 08:48:34+00:00,de_jefe,"Hahaha
Ping Lacson explaining again what the confusing presscon was about.
At 1:28, Tito Sotto starts to move out of the frame. Is this as if to say: bahala ka na dyan, ha.","Hahaha
Ping Lacson explaining again what the confusing presscon was about.
At 1:28, Tito Sotto starts to move out of the frame. Is this as if to say: bahala ka na dyan, ha.",0.158,0.05,0.792,0.6249,Positive,hahahap lacson explain confus presscon about at      tito sotto start move frame  say  bahala ka na dyan  ha 
385,385,385,385,2022-04-17 08:35:05+00:00,jbelvie,@MikeeGulla Tingnan nyo c Tito sotto. Ambot sa kanding na may bangs..,@Mikeegulla look at your tito sotto.Knock on the kick with bangs ..,0.0,0.0,1.0,0.0,Neutral,look tito sotto knock kick bang   
386,386,386,386,2022-04-17 08:29:56+00:00,donuigat,Ako ang nakita ko ang facial at body language ni tito sotto malapit ng bumitiw ito sa mga gungong na mga ito malapit na mark my words,I saw Tito Sotto's facial and body language close as it resigned from these rugs near Mark My Words,0.0,0.105,0.895,-0.25,Negative,saw tito sotto  facial bodi languag close resign rug near mark word
387,387,387,387,2022-04-17 08:26:47+00:00,fabgelous,Tito Sotto and Willie Ong probably thinking “This was such a bad idea. Pede na ba umuwi?!”,Tito Sotto and Willie Ong probably thinking “This was such a bad idea.Do you want to go home?! ”,0.065,0.189,0.747,-0.5411,Negative,tito sotto willi ong probabl think bad idea do want go home  
388,388,388,388,2022-04-17 08:26:45+00:00,cindy_marq,"@MikeeGulla 'Yung parang snarl look ni Tito Sotto dahil bullseye ang tanong. Tapos babae pa ang nagtanong, eh di parang sinampal si @iampinglacson twice. https://t.co/VRRtwLTWkc","@Mikeegulla 'is like tito sotto's snarl look because bullseye is the question.After the girl asked, it didn't seem like @iampinglacson was slapped twice.https://t.co/VRRTWLTWKC",0.192,0.0,0.808,0.6124,Positive, i like tito sotto  snarl look bullsey question aft girl asked  seem like slap twice 
389,389,389,389,2022-04-17 08:25:19+00:00,fabgelous,@rodescada TITO SOTTO’S FACE THOUGH,@rodescada TITO SOTTO’S FACE THOUGH,0.0,0.0,1.0,0.0,Neutral,tito sotto face though
390,390,390,390,2022-04-17 08:24:02+00:00,goodgirlraerae,"Ping, Isko, Noberto, Doc Willie, and Tito Sotto are united to be disunited  🤦‍♀️😂😂","Ping, Isko, Noberto, Doc Willie, and Tito Sotto are united to be disunited  🤦‍♀️😂😂",0.177,0.0,0.823,0.4215,Positive,ping  isko  noberto  doc willie  tito sotto unit disunit
391,391,391,391,2022-04-17 08:22:18+00:00,minyoongley,"Soo ang nakuha ko lang talaga dito is… si tito sotto ang may pinaka magandang pirma..
Ma’am @lenirobredo pakipractice na po ang sainyo para magandang tignan sa pera 🤭 
#LeniLiwanagSaDilim","Soo I just got it here is… Tito Sotto has the most good signature ..
Ma'am @lenirobredo PakiPractice is yours for a good look at money 🤭
#LenIdAlinThis",0.217,0.0,0.783,0.7496,Positive,soo got tito sotto good signatur   ma am pakipractic good look money
392,392,392,392,2022-04-17 08:21:25+00:00,feiyie,What a disappointment for joining #Isko. #Ping #TitoSotto #DocWillie and sino nga yung isa pa?,What a disappointment for joining #isko.#Ping #titosotto #docwillie and who is that one?,0.0,0.231,0.769,-0.5106,Negative,disappoint join one 
393,393,393,393,2022-04-17 08:19:50+00:00,MMrsgil,@MikeeGulla The face of tito sotto tho,@MikeeGulla The face of tito sotto tho,0.0,0.0,1.0,0.0,Neutral,face tito sotto tho
394,394,394,394,2022-04-17 08:14:54+00:00,Rorschach_IX,@shengkhy13 @CeeDCBee @aangatkapagLeni @imchristan Eh yung bilin mo supporter ng kampo nila para mapilitan mag withdraw? Or yung ilaglag si Kiko para kay Tito Sotto? Di mo magegets kasi di mo alam mo yung tungkol kay Erice.,@shengkhy13 @Sedcbee @Aligkapapaglapapagleni @imchristan eh did you buy their camp supporter to forcing to withdraw?Or did Kiko drop for Tito Sotto?You don't have to magegets because you don't know about Erice.,0.063,0.063,0.873,0.0,Neutral,eh buy camp support forc withdraw or kiko drop tito sotto y mageget know erice 
395,395,395,395,2022-04-17 08:12:46+00:00,iceaiezbaby,@iamchefkaiser Yuh! Haha mamaya bardagulan na naman dito hahaha Kasama si Tito sotto sa presscon haha may easter dinner kami hahaha Mapaguusapan yan hahahahaha,@iamchefkaiser yuh!Haha later bardagulan again here hahaha with tito sotto at presscon haha we have easter dinner hahaha talk about that hahahahaha,0.356,0.0,0.644,0.8883,Positive,yuh haha later bardagulan hahaha tito sotto presscon haha easter dinner hahaha talk hahahahaha
396,396,396,396,2022-04-17 08:10:00+00:00,cusslikeme,"@cnnphilippines Tito Sotto - ""dont ask me Miron lang ako dito"" hahahaha .....Ping Isko laglag #LetLeniLead #WithLeni #LeniLiwanagSaDilim","@cnnphilippines tito Sotto - ""Dont Ask Me Miron I'm just here"" hahahaha .....Ping I'm Laglag'",0.0,0.0,1.0,0.0,Neutral,tito sotto  dont ask miron i m here  hahahaha      ping i m laglag 
397,397,397,397,2022-04-17 08:08:45+00:00,_patdacanay,"Look at Tito Sotto's disgust.

Grabee, these men.","Look at Tito Sotto's disgust.

Grabee, these men.",0.0,0.358,0.642,-0.5994,Negative,look tito sotto  disgust grabee  men 
398,398,398,398,2022-04-17 08:06:49+00:00,moonplanets3,Itong si #Isko #Ping #Tito Sotto #Norberto Gonzales  mas gugustuhin pang kalaban ang kapwa nila lalaki na hudas din kaysa sa isang babae na pinakamagaling sa kanilang lahat. Buhay ng Pilipinas ang pinag-uusapan dito hindi kayo.,This is #Isko #ping #Tito Sotto #Norberto Gonzales would rather have their fellow man who is also a jerk than a woman who is the best of all of them.The life of the Philippines is what you are talking about here.,0.096,0.055,0.849,0.4215,Positive,sotto gonzal would rather fellow man also jerk woman best them th life philippin talk here 
399,399,399,399,2022-04-17 08:06:47+00:00,SabaterWinnie,@charmrivera11 @_dazailaw @bebet522 @JRDCastillo30 Mas low yong ilalaglag mo yong vice mo for Tito Sotto.,@charmrivera11 @_dazainging @bebet522 @jrdcastilla30 lower if you drop your vice for tito sotto.,0.0,0.281,0.719,-0.5106,Negative,lower drop vice tito sotto 
400,400,400,400,2022-04-17 08:05:41+00:00,korinicles,"Rather than wasting their time sa Presscon for Sadbois, here are @LeodyManggagawa and @WaldenBello being unbothered and still has my outmost respect for not showing any toxic masculinity against VP @lenirobredo. Learn from them Isko, Ping, Norberto, Tito Sotto, and Doc Willie.","Rather than wasting their time sa Presscon for Sadbois, here are @LeodyManggagawa and @WaldenBello being unbothered and still has my outmost respect for not showing any toxic masculinity against VP @lenirobredo. Learn from them Isko, Ping, Norberto, Tito Sotto, and Doc Willie.",0.068,0.059,0.873,0.1027,Positive,rather wast time sa presscon sadbois  unboth still outmost respect show toxic masculin vp learn isko  ping  norberto  tito sotto  doc willie 
401,401,401,401,2022-04-17 08:05:03+00:00,palrangchwe,tito sotto slowly leaving the scene 😭,tito sotto slowly leaving the scene 😭,0.0,0.0,1.0,0.0,Neutral,tito sotto slowli leav scene
402,402,402,402,2022-04-17 08:03:54+00:00,elfinwallflower,LMAOOOOO of course Tito Sotto was at that Manila Pen sadbois presscon. #1 misogynist talaga ampota.,lmaoooooo of Course Tito Sotto Was at that manila Pen Sadbois Presscon.#1 Misogynist really ampota.,0.0,0.0,1.0,0.0,Neutral,lmaoooooo cours tito sotto manila pen sadboi presscon  misogynist realli ampota 
403,403,403,403,2022-04-17 08:03:06+00:00,imlosingmyky,Tito sotto wanting nothing to do with this lol,Tito sotto wanting nothing to do with this lol,0.289,0.0,0.711,0.5023,Positive,tito sotto want noth lol
404,404,404,404,2022-04-17 07:59:28+00:00,imlosingmyky,"Yung itsura ni tito sotto lol

Iniisip siguro niya, umuwi akong maaga mula sa bakasyon ng pamilya para dito??? Wtf.","The look of tito sotto lol

She thought maybe, I came home early from family vacation for it ???Wtf.",0.164,0.0,0.836,0.5171,Positive,look tito sotto lolsh thought maybe  came home earli famili vacat    wtf 
405,405,405,405,2022-04-17 07:56:57+00:00,PinkPlease,"To Isko,Ping,Willie Ong, Tito Sotto, Gonzales… will you ever realize how much money and time you’ve wasted on that presscon? Fire your campaign managers!","To Isko,Ping,Willie Ong, Tito Sotto, Gonzales… will you ever realize how much money and time you’ve wasted on that presscon? Fire your campaign managers!",0.0,0.211,0.789,-0.7088,Negative,isko ping willi ong  tito sotto  gonzal ever realiz much money time youv wast presscon  fire campaign managers 
406,406,406,406,2022-04-17 07:52:33+00:00,Grol042018,"@PhilippineStar @PaoloSRomero Too late, damage is done. Bad for tito sotto as he fares higher in survey than ping lacson.","@PhilippineStar @PaoloSRomero Too late, damage is done. Bad for tito sotto as he fares higher in survey than ping lacson.",0.0,0.271,0.729,-0.7717,Negative,late  damag done  bad tito sotto fare higher survey ping lacson 
407,407,407,407,2022-04-17 07:52:19+00:00,TheAnimoSHS,"JUST IN: Senator Ping Lacson, with his running mate Senate President Tito Sotto, clarifies that they are not part of the call for the withdrawal of Vice President Leni Robredo from the presidential race.

Lacson claims that the call was made only by Manila Mayor Isko Moreno. https://t.co/mAy7H3RhTD","JUST IN: Senator Ping Lacson, with his running mate Senate President Tito Sotto, clarifies that they are not part of the call for the withdrawal of Vice President Leni Robredo from the presidential race.

Lacson claims that the call was made only by Manila Mayor Isko Moreno. https://t.co/mAy7H3RhTD",0.061,0.0,0.939,0.25,Positive,in  senat ping lacson  run mate senat presid tito sotto  clarifi part call withdraw vice presid leni robredo presidenti race lacson claim call made manila mayor isko moreno 
408,408,408,408,2022-04-17 07:45:13+00:00,taongsiomai,": Mga bida bidang lalaki sa classroom

Isko Moreno Domagoso, Ping Lacson, Norberto Gonzales,Tito Sotto, and Willie Ong

#10RobredoForPresident
#iskotrapo
#WithdrawIsko 
#WithdrawPing https://t.co/uE0cDqe7V4",": Star Bids in the Classroom

Isko Moreno Domagoso, Ping Lacson, Norberto Gonzales, Tito Sotto, and Willie Ong

#10ROBREDOFURPRATE
#iskotrapo
#WDRAWISKO
#WDRAWPING https://t.co/UE0CDQE7V4",0.0,0.0,1.0,0.0,Neutral,star bid classroomisko moreno domagoso  ping lacson  norberto gonzales  tito sotto  willi ong
409,409,409,409,2022-04-17 07:37:53+00:00,kanokochi,"Isko Moreno Domagoso, Ping Lacson, Norberto Gonzales, Manny Pacquiao, Tito Sotto, and Willie Ong…

After that pathetic display, even a century of chopping wood won't reclaim their macho. 🤣","Isko Moreno Domagoso, Ping Lacson, Norberto Gonzales, Manny Pacquiao, Tito Sotto, and Willie Ong…

After that pathetic display, even a century of chopping wood won't reclaim their macho. 🤣",0.0,0.125,0.875,-0.5719,Negative,isko moreno domagoso  ping lacson  norberto gonzales  manni pacquiao  tito sotto  willi ongaft pathet display  even centuri chop wood reclaim macho 
410,410,410,410,2022-04-17 07:31:18+00:00,Kimberlee_Ady,"@breathedk Unity daw yan 😅
Ps. Tito Sotto saying na miron lang sya sa event 😂","@breathedk unity daw yan 😅
Ps.Tito Sotto saying that he was just in the event 😂",0.0,0.0,1.0,0.0,Neutral,uniti daw yan ps tito sotto say event
411,411,411,411,2022-04-17 07:24:08+00:00,parksodamned,"Tito Sotto be like, nope am out of here","Tito Sotto be like, nope am out of here",0.238,0.0,0.762,0.3612,Positive,tito sotto like  nope
412,412,412,412,2022-04-17 07:19:33+00:00,vexantveritatem,"@teumeandblink @WhinerH @renznicodemus @Jeje87882984 @elferlwald Binasa ko po yung buong article. Napaka sahol at nakaka insulto yung mga Kakampinks. I'm ashamed at their audacity to openly request another candidate to withdraw... What about their efforts? ""Aanhin nila si tito Sotto"" Pls lang wag natin iinvalidate yung other options","@teumeandblink @whinerh @renznicodemus @jeje87882984 @elferlwald I read the whole article.The Kapampinks are very insults and insults.I'm ashamed at their audacity to openly request another candidate to withdraw ... what about their efforts?""They will be Tito Sotto"" Pls just don't invalidate the other options",0.028,0.133,0.839,-0.7089,Negative,read whole article th kapampink insult insults i m asham audac openli request anoth candid withdraw     efforts  they tito sotto  pl invalid option
413,413,413,413,2022-04-17 07:19:32+00:00,cantavienzo,"that whole presscon could’ve been an email. sana pinost on fb or tinweet nalang. where do ping lacson, isko moreno, tito sotto, norberto gonzales &amp; willie ong get the audacity? men and their fragile egos nga naman lol umay","That whole presscon could’ve been an email.Santo he corsed on fb or tinweet.Where Ping Lacson, Isko Moreno, Tito Sotto, Norberto Gonzales &amp;Willie t the audacity?Men and their fragile egos that lol come",0.085,0.0,0.915,0.4215,Positive,whole presscon couldv email santo cors fb tinweet wher ping lacson  isko moreno  tito sotto  norberto gonzal  amp willi audacity men fragil ego lol come
414,414,414,414,2022-04-17 07:15:03+00:00,radyopilipinas1,PANOORIN | Nilinaw nina presidential candidate Ping Lacson at vice presidential candidate Tito Sotto na hindi sila bahagi ng panawagan na mag-withdraw si vice president Leni Robredo sa presidential race. | via Nimfa Mae Asuncion https://t.co/yPjEIIszIE,Watch |Presidential Candidate Ping Lacson and Vice Presidential Candidate Tito Sotto have made it clear that they are not part of the call for Vice President Leni Robredo to withdraw from the presidential race.|Via Nimfa Mae Asuncion https://t.co/ypjeiiszie,0.066,0.0,0.934,0.3818,Positive,watch  presidenti candid ping lacson vice presidenti candid tito sotto made clear part call vice presid leni robredo withdraw presidenti race  via nimfa mae asuncion
415,415,415,415,2022-04-17 07:14:30+00:00,hillarya_0310,"Ping Lacson, Isko Moreno Domagoso, Norberto Gonzales, Vicente Tito Sotto, Doc Willie Ong: 🤠

Turuan kayo ni Ka Leody De Guzman mag-withdraw. Haha. Umayos nga kayo. 😆

ctto https://t.co/mn3Y0iZmD2","Ping Lacson, Isko Moreno Domagoso, Norberto Gonzales, Vicente Tito Sotto, Doc Willie Ong: 🤠

TUGruan you by Ka Leody de Guzman mag-withdraw.Haha.Small tree.😆

ctto https://t.co/mn3y0izmd2",0.0,0.0,1.0,0.0,Neutral,ping lacson  isko moreno domagoso  norberto gonzales  vicent tito sotto  doc willi ong  tugruan ka leodi de guzman mag withdraw haha smal tree ctto
416,416,416,416,2022-04-17 07:13:35+00:00,YourFinanceRN,@SV_Teschen @iammarlonramos Yah!and Tito Sotto posted last time that he talked with Imee Marcos…tsk tsk #SwitchToLeni #WithdrawIsko,@SV_Teschen @iammarlonramos Yah!and Tito Sotto posted last time that he talked with Imee Marcos…tsk tsk #SwitchToLeni #WithdrawIsko,0.0,0.0,1.0,0.0,Neutral,yah and tito sotto post last time talk ime marcostsk tsk
417,417,417,417,2022-04-17 07:13:17+00:00,8bit_rone,@migsterious Tangina tito sotto. Ngayon parang nahihiya ka na kasama ka dyan,@migsterious Tito Tito Sotto.Now it seems like you're ashamed to be with you there,0.142,0.176,0.682,-0.1531,Negative,tito tito sotto now seem like asham
418,418,418,418,2022-04-17 07:13:15+00:00,mrCocoRoss,"Let us not miss that Tito Sotto is also in Manila Pen.

Part of the show to call VP Leni to withdraw.

Indeed, no eggs in Manila Pen.","Let us not miss that Tito Sotto is also in Manila Pen.

Part of the show to call VP Leni to withdraw.

Indeed, no eggs in Manila Pen.",0.049,0.074,0.877,-0.1916,Negative,let us miss tito sotto also manila pen part show call vp leni withdraw indeed  egg manila pen 
419,419,419,419,2022-04-17 07:07:50+00:00,v0n_er,ung nag slow mo si tito sotto after Ping commented🥹😂,You didn't slow down Tito Sotto after ping commented🥹😂,0.0,0.0,1.0,0.0,Neutral,slow tito sotto ping comment
420,420,420,420,2022-04-17 07:04:08+00:00,jigskojima,Hahahaha okray si #CamilleSamonte sa question. Hahaha taena tawang tawa ako sa reaction ni Tito Sotto.,Hahahaha okray #camillesamonte in question.Hahaha Taena laughs at Tito Sotto's reaction.,0.242,0.0,0.758,0.4939,Positive,hahahaha okray question hahaha taena laugh tito sotto  reaction 
