,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
1938,"Manny Pacquiao for President of the Philippines

#MannyPaquio",0.0,0.0,1.0,0.0,Neutral
1939,@rancres143 @ppogs33 @SpecopsAirForce @LenirObredo @mannypacquiao @trillanessonny true but we are our ally Lord..that prayer hard all,0.109,0.091,0.8,0.0772,Positive
1940,@cnnphilippines so happy for @mannypacquiao.Karma is real @iskomoreno,0.363,0.0,0.637,0.6115,Positive
1941,"@Kimindar @mannypacquiao ah so the lossing side will call for civil war?Huh, K so we can finally rid of them once and for all.",0.0,0.0,1.0,0.0,Neutral
1942,"Congrats, Manny!@Mannypacquiao 😇 https://t.co/648EPOG879",0.649,0.0,0.351,0.5707,Positive
1943,"Watch |Presidential candidate Manny Pacquiao was warmly met in Kibawe, Bukidnon where he was born.

The municipality has over 26,000 voters.|via hajji kaamiño https://t.co/PBMPTGFY8T",0.105,0.0,0.895,0.4019,Positive
1944,@Mannypacquiao champ Two have said that their statements are not true that Sen De Lima is involved in drugs.This may be the sign you are waiting for.There is still time to make a mistake.You know that.You are involved with other senators who believe in them.,0.065,0.049,0.885,0.1945,Positive
1945,@SpecopsAirForce @LenirObredo @mannypacquiao @trillanessonny maybe the only one is back,0.0,0.0,1.0,0.0,Neutral
1946,"The results of the last Pulse Asia Presidential Survey have almost no change except for Sen's lift.Manny Pacquiao to Manila Mayor Isko Moreno.
https://t.co/wkxttqfyaw
#TOVYNATABLOIDISTA
#Abantenews
@bagbongmarcos https://t.co/N1MCMIATQT",0.0,0.066,0.934,-0.228,Negative
1947,"@cnnphilippines vp leni is chasing but former senator bbm is getting higher, infairness to senator manny pacquiao lol ..

#Votewisely #BBMSaraUnitheam #LenDalinTilim",0.15,0.0,0.85,0.5719,Positive
1948,"Kibawe (Bukidnon) Mayor Reynaldo The Rabanes (Center), joined by the Municipality's 22 Village Chairmen, throw their support to promdi standard bearer, senator @mannypacquiao #Election2022 https://t.co/bzknjpaefx",0.101,0.0,0.899,0.4019,Positive
1949,"@smninews we have no use in yellow bkit are they owners of the Philippines?!So what if they are in trouble, and their PNP and military work are there!Don't scare @mannypacquiao the Filipino people to what you say, so what do you think you will vote for?Never, more Pinas! 😡",0.049,0.114,0.837,-0.5435,Negative
1950,@srsasot_ @mannypacquiao hahaha 😆,0.643,0.0,0.357,0.5574,Positive
1951,"@Arnelme71861195 @kimindar @mannypacquiao hi zapped!In case you don't know, everything is in favor of your chosen candidate.Leni and I supporters and other candidates should be concerned.

The previous comments have already been shared.Please check.",0.16,0.0,0.84,0.7088,Positive
1952,@smninews @mannypacquiao look at yourself first !!!!!Ugok,0.0,0.0,1.0,0.0,Neutral
1953,"@Tsalvosa i agree.Where are you @dickgordondg @mannypacquiao @migzzubiri @senatorjoelv @sotto_tito @piacayetano @sonnyangara
You still have no courage?",0.165,0.113,0.722,0.25,Positive
1954,"Promdi standard bearer, senator @mannypacquiao returns to his birth place in Kimbawe, Bukidnon to Campaign.Pacquiao is joined by his wife Jinkee.Bukidnon Contributes 944,388 Voters.https://t.co/aohu4uf4se",0.0,0.0,1.0,0.0,Neutral
1955,"Manny Pacquiao a certified chic magnet.He once had extramarital affairs, smoked, took drugs and gambled.https://t.co/ma2jjMSPUI",0.139,0.0,0.861,0.2732,Positive
1956,"LOOK: Presidential candidate and former Sen are still leading.Marcos's Build in the Pulse Asia Survey conducted in April.VP Leni Robredo was still second while Sen was overwhelmed.Manny Pacquiao is Manila Mayor Isko Moreno.

📷Dzrh https://t.co/t3udyw52Dy",0.0,0.0,1.0,0.0,Neutral
1957,"@dwiz882 @talazaldivar @yesyesyo13 look who made the magic cut.@Mannypacquiao wins a few days after #Election2022.Yes, as President in an alternate universe & amp;Lands beautifully on the sports cover of @worldboxingshop as president & amp;Chairman.Then filipino voters jump in glee as #BBMSaraUnitheam wins big time.https://t.co/us6Mbaalwh",0.293,0.0,0.707,0.946,Positive
1958,"Election Update: Latest Presidential Survey by Pulse Asia for April 2022 Shows Bongbong Marcos still on the top spot and Vice President Leni Robredo remains on the Top 2, while Sen.Manny Pacquiao overtakes Manila Mayor Isko Moreno on Top 3.

#HOLYNGBAYAN2022
#PtvelectionTV https://t.co/FNW3PMOGCJ",0.119,0.0,0.881,0.5267,Positive
1959,Presidential Aspirant Leni Robredo and Vice Presidential Aspirant Tito Sotto remain second.Manny Pacquiao passed Isko Moreno for third place for the presidency.https://t.co/8thj0Fry3e,0.0,0.0,1.0,0.0,Neutral
1960,#MorningAfter hallucination?What @mannypacquiao spent hundreds of millions fulfilling his destiny w/ #philippines #sportsfandom.He becomes president in an alternate universe & amp;is proudly on the cover of @wbcboxing zine.Then again Filipino voters woke up to #BBMSARA2022 WTF*CK https://t.co/7KByzt3pqp,0.093,0.0,0.907,0.5574,Positive
1961,@Ppogs33 @SpecopsAirForce @lenirobredo @mannypacquiao @trillanessonny allies KC the rebels then funded by foreign countries,0.0,0.122,0.878,-0.2023,Negative
1962,"Tangina mo rin manny pacquiao !!!
https://t.co/xhjfnu2e5u",0.0,0.0,1.0,0.0,Neutral
1963,"Former Sen.Bongbong Marcos and VP Leni Robredo maintain their lead as the top 2 preferred presidential candidates, but Sen.Manny Pacquiao overtakes Manila Mayor Isko Moreno in the third spot in Pulse Asia's April survey.#TheFilipinovotes

https://t.co/TB25UMEAY",0.041,0.0,0.959,0.1027,Positive
1964,"Latest Presidential Survey by Pulse Asia for April 2022 Shows Bongbong Marcos and Vice Pres.Leni Robredo remains on the top 2, while Sen.Manny Pacquiao overtakes Manila Mayor Isko Moreno on Top 3 @PTVPH https://t.co/p7QJmz4xlc",0.104,0.0,0.896,0.3818,Positive
1965,"Do the right thing!

@bagbongmarcos @ernieabella @iskomoreno @lenirobredo @leodymangukawa @mannypacquiao @nbgonzalesph @iampinglacson

I ask you to stand for truth and justice #pledgeTofreeleila @senleiladelima if elected.
#Phvote #Election2022 https://t.co/FSZ1QWhtuz",0.193,0.0,0.807,0.7177,Positive
1966,"@smninews @mannypacquiao look at your survey and tell if anyone believes in you.You accuse corruption to PRRD's admin and you have not released any evidence.You are a ""Prophet Lying"".You don't need the government, it's a waste of pay to you.Go home",0.0,0.143,0.857,-0.6124,Negative
1967,@polsci_polvjo @abscbnnews @mannypacquiao @iskomoreno @Lenikiko don't even if Lenikiko really messs with 1700 percent,0.0,0.0,1.0,0.0,Neutral
1968,Boxing Legend Manny Pacquiao running for May 9 Presidential Race https://t.co/V62FTDL2KC,0.0,0.0,1.0,0.0,Neutral
1969,"According to presidential candidate Sen.Manny Pacquiao, in the event of his opponent, presidential candidate Bongbong Marcos in the election, will be in turmoil.

#Thechronicle #Sinobayan https://t.co/i081qda0hf",0.0,0.091,0.909,-0.3612,Negative
1970,"LOOK: Ferdinand “Bongbong” Marcos, Jr.Still leads in the last Pulse Asia Presidential Preference survey administered from April 16 to 21, 2022.

Sen.Manny Pacquiao replaced Manila Mayor Isko Moreno Domagoso in the third place.#Election2022 https://t.co/CQ5OG5ecqv",0.0,0.0,1.0,0.0,Neutral
1971,@Mannypacquiao https://t.co/wpiqgi2dmf,0.0,0.0,1.0,0.0,Neutral
1972,"He was followed by Sen.Manny Pacquiao (7%).

Manila Mayor Isko Moreno (4%) is in the fourth place while Sen is in the fifth place.Ping Lacson (2%).

Pulse Asia conducted its survey only April 16-22.",0.0,0.0,1.0,0.0,Neutral
1973,"Presidential candidate Sen.Manny Pacquiao stressed that all candidates must be willing to answer media interviews to specify their platforms, as they are individuals running for elective positions in the government.

Read: https://t.co/Ba2E6rnHqd https://t.co/XZTNQ1PSK",0.0,0.07,0.93,-0.34,Negative
1974,"@Xavegregorio Manila Mayor Isko Moreno Domagoso now ranks fourth after dropping four points.Sen.Manny Pacquiao overtakes him for third place as he gains one point
 |@Xavegregorio",0.091,0.0,0.909,0.34,Positive
1975,Manila Mayor Isko Moreno Domagoso now ranks fourth after dropping four points.Sen.Manny Pacquiao overtakes him for third place as he gains one point.|@Xavegregorio,0.098,0.0,0.902,0.34,Positive
1976,"Meanwhile, Sen.Manny Pacquiao in third place Manila Mayor Isko Moreno Domagoso.#Election2022

Watch the full details at https://t.co/pcytulum8u",0.0,0.0,1.0,0.0,Neutral
1977,"@Mannypacquiao you deserve every vote you will have.Each vote reflects each Filipino who wish to end poverty and who wish to be heard.You have rise above your own challenges, and I believe you can lead us to be a better nation",0.205,0.07,0.725,0.6486,Positive
1978,Senator Manny Pacquiao is now at the third spot with 7%.Manila Mayor Isko Moreno fell into the fourth spot after he lost half of his 8% rating in March.,0.0,0.076,0.924,-0.3182,Negative
1979,"Breaking: Presidential aspirant Bongbong Marcos remains frontrunner in Pulse Asia's final pre-election survey for #Election2022, followed by Vice President Leni Robredo.Meanwhile, Sen.Manny Pacquiao overtakes Manila Mayor Isko Moreno for the third place.|via @cnnphilippines https://t.co/wtuh31ae5a",0.0,0.0,1.0,0.0,Neutral
1980,@PhilstarNews Manila Mayor Isko Moreno Domagoso now ranks fourth after dropping four points.Sen.Manny Pacquiao overtakes him for third place as he gains one point @philstarnews,0.091,0.0,0.909,0.34,Positive
1981,"Presidential aspirant Senator Manny Pacquiao has warned the public against a certain presidential candidate who continues to refuse media interviews and said ""If you have good intentions, you are open to share your plans and platforms.""

https://t.co/dqcoa3npci",0.169,0.101,0.729,0.4404,Positive
1982,@yangfits I'll buy you Manny Pacquiao,0.0,0.0,1.0,0.0,Neutral
1983,"• Jose Montemayor Jr.& amp;Rizalito David (May 6, 10 am)
• Manny Pacquiao (May 6, 11 AM)",0.0,0.0,1.0,0.0,Neutral
1984,@smninews #mannypacquiao eh they don't agree.They can also be confined and mixed with the prisoners when they are booming,0.0,0.155,0.845,-0.5106,Negative
1985,"LOOK: Presidential Bets Bongbong Marcos and Leni Robredo are still in the top 2, but Senator Manny Pacquiao overtakes Manila Mayor Isko Moreno in 3rd place in the final pulse Asia pre-election survey.#TheFilipinovotes

Election Stories: https://t.co/zsyn2ejmxu https://t.co/mgrv5bldsr",0.037,0.0,0.963,0.1027,Positive
1986,@SpecopsAirForce @iammasmaldita @lenirobredo @mannypacquiao @trillanessonny kau is God.Respect the people's vote.So the band of the Philippines runs away if you become president.,0.0,0.0,1.0,0.0,Neutral
1987,"2 Mai 2009: Manny Pacquiao Reortorte Une Extraordinaire Victoire Sur Ricky Hatton Dans Le Ko De L'Année.CE DERNIER CHUTE DEUX FOIS AU 1ER ROUND, CAN LA GAUCHE DE PAC-MAN FUT IMPARDONNABLE AU 2E ROUND #boxe #boxing #history #histoire #boxeo #boxen https://t.co/8ir7QKWHF4",0.0,0.0,1.0,0.0,Neutral
1988,"@inquiredotnet @mannypacquiao,

Sit down.",0.0,0.0,1.0,0.0,Neutral
1989,@Stephanicols Manny Pacquiao I just know 😂,0.0,0.0,1.0,0.0,Neutral
1990,"@SpecopsAirForce @iammasmaldita @lenirobredo @mannypacquiao @trillanessonny, where are the votes then wla n b tlga zlanh respect s later choose their president?Where is the democracy and freedom they say?Is that so?Zla zla n lng teach them what they want to sit",0.217,0.0,0.783,0.8458,Positive
1991,@smninews @mannypacquiao because you are so lucky that you just scare you voter.Mosquito's brain is bigger than your brain.https://t.co/XT8Hiyq4ZB,0.152,0.134,0.714,0.1069,Positive
1992,"Michael Buffer on #USABOXING: ""Manny Pacquiao is an easy win for Floyd Mayweather"" @hboboxing https://t.co/uxumhavfo1",0.34,0.0,0.66,0.7717,Positive
1993,@Abscbnnews @mannypacquiao,0.0,0.0,1.0,0.0,Neutral
1994,"""All those who are around me are the bridge to my success, so they are all important.""
~ Manny Pacquiao
.
.
Shoutout to all the Trutress and Crypto Twitter!I would not be where I am today without y'all.I appreciate you 🙏🏼😁 https://t.co/TDVD9Lhcku",0.092,0.052,0.855,0.4086,Positive
1995,"Floyd Mayweather during Guerrero Media Workout: ""Manny Pacquiao's career is over with"" @hboboxing @shosports #boxing https://t.co/NieKP7ASM2",0.0,0.0,1.0,0.0,Neutral
1996,@jeromesolosa Manny Pacquiao 😂,0.0,0.0,1.0,0.0,Neutral
1997,"Manny Pacquiao BBM has been charged with kàbÂštüśáñ https://t.co/SPHDYAJ3ZF via @youtube :: paquioa the garbage candidate, unfortunately the people's salaries to you :: crazy and crazy !!!!",0.0,0.307,0.693,-0.8469,Negative
1998,@dreamcatchernme @smninews @mannypacquiao and what does he want?Cut the yellow ones?Ibuto sya?Is he scared?You have to eat the Pacman system.I'm sorry but we will deny our right to vote for anyone we want to be president for freedom and not for fear.,0.22,0.08,0.699,0.8556,Positive
1999,@SpecopsAIRFORCE @Lenirobredo @mannypacquiao @trillanessonny is trilliling.It will only hide at the 5-Star Hotel.,0.0,0.124,0.876,-0.1779,Negative
2000,@alvinseven77 @mannypacquiao no to self-righteousness and socio-religious economic exclusivity.,0.0,0.216,0.784,-0.296,Negative
2001,"BUSINESS OF BOXING:
Crawford calling spence out since years, and gets criticized for bad career
Spence calls him out once, the fight happens.Getting what he wants, whenever he wants
I hope Crawford doesn't lose after a long duck-season, just like Manny Pacquiao did against Floyd",0.144,0.161,0.695,-0.2363,Negative
2002,"Saul Canelo Alvarez in #Boxing Interview - ""Manny Pacquiao is a 'B-' Fighter"" @shosports: https://t.co/4th7up7Wyt @hboboxing",0.11,0.0,0.89,0.1531,Positive
2003,"@Imranmi97894746 @ishesugarshay no he was slower in the legs but had great ring generalship and a phenomenal chin and still plenty of hands speed.A great fighter tends to win rematch's as they learn from the first fight.E.G Lennox Lewis, Azumah Nelson Against Jeff Fenech.Floyd Mayweather.Manny Pacquiao.",0.307,0.027,0.667,0.9628,Positive
2004,Thanks #Philippines for the all the #love and support.Enjoy more #music here: https://t.co/NCXRX574H1 #Filipino #Manila #antipolo #Bacolod #Paranaque #ManNyPacquiao,0.139,0.0,0.861,0.4404,Positive
2005,@Ryangarcia what about Manny Pacquiao?he dropped a great album .. 😂,0.339,0.0,0.661,0.6249,Positive
2006,"@RoraitaAngie: Oh no, krinds *insert manny pacquiao singing *",0.0,0.239,0.761,-0.296,Negative
2007,"#SONSHIENNEWSBLAST: MNLF's alleged endorsement to @mannypacquiao, refuted by Chairman Nur Misuari's office
https://t.co/iuy8rxo1yo",0.161,0.0,0.839,0.3182,Positive
2008,"Thinking about next boxing legend must connect to @orcasorchestra collection on @opensea ... so it's Roy Jones Jr.Or Manny Pacquiao?

#nft #OrcasorCheTra #PFPNFT
#CryPTOART #FLLICRTRICK https://t.co/5Drrjgrpev",0.0,0.0,1.0,0.0,Neutral
2009,my uncle said he would not be excited if he met manny pacquiao and my mom damn near flipped the lunch table,0.0,0.191,0.809,-0.577,Negative
2010,"LOOK: Presidential aspirant Sen.Emmanuel ""Manny"" Pacquiao speaks to thousands of supporters at a prayer rally and campaign event at the Fighting Memorial Shrine in San Juan City on Saturday.https://t.co/pxkp3odyoo",0.092,0.08,0.828,0.1027,Positive
2011,@RyanMedrina @SherieAntorres @onyichiko @mannypacquiao you mean this twitter ??,0.0,0.0,1.0,0.0,Neutral
2012,Sen.Manny Pacquiao received a boost in his campaign after a coalition of grassroots groups expressed support for his presidential bid in the May 9 elections.https://t.co/Fo1Naxhbwa,0.213,0.0,0.787,0.6597,Positive
2013,@yunhojagiya manny pacquiao found in com of ateez charot hahahhahaha,0.0,0.0,1.0,0.0,Neutral
2014,"@kiddkosher1 @martialbot @mightymaxboxing sticking around too long definitely sisays opinions.
For an example, if Floyd Mayweather lost to Andre Berto, Manny Pacquiao and Conor McGregor he would have been seen in a differently.
Roy Jones is a prime example of someone who stuck around too long.People forget how great he was",0.119,0.109,0.772,0.3818,Positive
2015,"Floyd Mayweather, Jr.vs.Manny Pacquiao
https://t.co/r1l26nzou2",0.0,0.0,1.0,0.0,Neutral
2016,@Victorconte @idecboxing @mannypacquiao @keithftthurmanjr @errolspencejr @vada_testing what's the issue do you think spence is on Ped's?If so what signs do you see that lead you to think so?,0.0,0.0,1.0,0.0,Neutral
2017,"At this point, I would still respect if you vote for Manny Pacquiao if you didn't vote by VP Leni.

But we would have to agree on one thing: VP Leni is the most qualified.",0.142,0.0,0.858,0.6486,Positive
2018,"Im in Mexico, they get excited to meet a Filipino.2 names always mention in the convo with them either @mannypacquiao o @piawurtzbach",0.112,0.0,0.888,0.34,Positive
2019,For sale po my vote.DM lang.@Iskomoreno @sandromarcos7 @mannypacquiao,0.0,0.34,0.66,-0.5574,Negative
2020,Manny Pacquiao the world-famous boxer and made everyone feel proud to be Filipino.Of course people want to see him.Doesn't mean it will necessarily translate to votes.,0.155,0.0,0.845,0.5267,Positive
2021,"Future of #Nuclear Power in the #Philippines could be decided by country's new #President, and legendary boxer Manny #Pacquiao is among those vying for the presidency in the May 9 election.https://t.co/Elaropjp9j",0.0,0.0,1.0,0.0,Neutral
2022,Ket where manny pacquiao is seen,0.0,0.0,1.0,0.0,Neutral
2023,"It's really different when you make a lot of money.Look at Manny Pacquiao before, the women who are obsessed with him are a pond.

#Sanaall
#MannyMuchMoy https://t.co/yvwiondymj",0.0,0.066,0.934,-0.1779,Negative
2024,"@Mewik4 @gelmesse 😂 😂 😂 face boil 😂 😂 😂 I don't even have a stupid fool, 😂 😂 😂 Manny Pacquiao says the real stupid people vote for thieves and convicted tax eveder, because you are robbing youstill 😂 😂 😂 so good luck to being stupid and stupid 😂 😂",0.346,0.118,0.535,0.8984,Positive
2025,"9/ ok so now for the more important aspects of the lum:
The Filipino Sun Chain !!!
So fun fact im filipino and i fucking love my country !!!!The was no way I wasnt incorporating the Philippines into my lum.Lowkey debated a manny pacquiao vip lum haha but this will do !!https://t.co/t6x1p00pq5",0.237,0.028,0.735,0.8722,Positive
2026,"The Shrine, San Juan, San Juan, held a prayer and support rally for presidential candidate Sen.Manny Pacquiao yesterday.

Photo: Manny Pacquiao Public Information https://t.co/zk2QYQPYWWW",0.109,0.0,0.891,0.4019,Positive
2027,Holders will be rewarded with WL for @mannypacquiao upcoming #nft project !!Details to be released very soon !!https://t.co/DKPQCBPQPD,0.204,0.0,0.796,0.6562,Positive
2028,"Celebrity Ambassadors:

The team are masters at attracting influential members of the space to get involved.

Here’s just a few of the big names involved so far

@Barondavis
@Manny Pacquiao
@ARARTECHBEATZ
@hooknsling
@cypresshill

And more!",0.164,0.0,0.836,0.7424,Positive
2029,@biglyfg @stevie2017 @mistadontplay91 @mannypacquiao these mayweather fanatics will always come with “Pauli Malignaggi said” as a source tho 😂 Pauli Malignaggi also said he was going to beat Artem Lobov & amp;Lost 😂😂😂😂😂😂😂😂🤣🤣 https://t.co/220uarykae,0.0,0.0,1.0,0.0,Neutral
2030,"🧵 Let us enjoy the platform of Presidential Candidate Senator Manny Pacquiao

Source: https://t.co/21FTM2NBIU;https://t.co/shngqvffq8",0.211,0.0,0.789,0.4939,Positive
2031,"Floyd Mayweather, Jr.vs.Manny Pacquiao
https://t.co/r1l26NHFFU",0.0,0.0,1.0,0.0,Neutral
2032,@Therealhassano @Stevie2017 @mistadontplay91 @mannypacquiao https://t.co/BSMV8CSBIO,0.0,0.0,1.0,0.0,Neutral
2033,"@biglyfg @stevie2017 @mistadontplay91 @mannypacquiao exactly, & amp;This is not the only run in he had with violating anti-doping policy 💯 NSAC also refused Manny the anti-inflammatory shot before the mayweather bout since he was fighting with a torn rotator cuff it was already approved by usada",0.055,0.2,0.745,-0.7506,Negative
2034,"@Therealhassano @stevie2017 @mistadontplay91 @mannypacquiao right wasnt he the one who masked 700ml of ""unknown substances"" aka roids during their fight?",0.0,0.12,0.88,-0.3818,Negative
2035,@Stevie2017 @biglyfg @mistadontplay91 @mannypacquiao mayweather fanatics are here & amp;Always accusing Manny even tho as mentioned before Manny has never failed a drug test in his career & amp;was put thru stringent testing by vada 💯 Mayweather on the other hand ⬇️ https://t.co/NOHGMK1HBN,0.135,0.039,0.826,0.6372,Positive
2036,@ranaltboo will you ever wear a manny pacquiao mask?https://t.co/4gj8eha0ms,0.0,0.0,1.0,0.0,Neutral
2037,"At the Shrine in San Juan City the prayer and support rally yesterday for Senator Manny Pacquiao.|Apr.24, 2022

Visit https://t.co/x90v3xjmrv for latest updates about #election2022.https://t.co/4UMGOZC3Z2",0.101,0.0,0.899,0.4019,Positive
2038,"I'm curious to know the presidentiables' answer to the question - ""If you don't win the upcoming election, what will you do next?""#Election2022 @LenirOBredo @bangbongmarcos @iskomoreno @leodymaging @mannypacquiao @iampinglacson +++",0.071,0.095,0.834,-0.1955,Negative
2039,@biglyfg @mistadontplay91 @therealhassano @mannypacquiao he wouldn't do olympic drug testing for the mayweather fight though.No way he was naturally he hit harder and welterweight,0.0,0.102,0.898,-0.3818,Negative
2040,@Errolspencejr member after @mannypacquiao whooped dat ass Margs was wearing that Pacman-esque t-shirt lol….,0.0,0.212,0.788,-0.5423,Negative
2041,@elpmidiluma @lenirobredo @iskomoreno @mannypacquiao @bagbongmarcos help hahahhahahahhahaha,0.31,0.0,0.69,0.4019,Positive
2042,The campaign is on the final stretch.The candidates may ask to pick up the clutter after the rally.@bagbongMarcos @iskomoreno @mannypacquiao @vppilipinas @barrygutierrez3 @sotto_tito @denrofficial @dilgphilippines @pnppio,0.0,0.0,1.0,0.0,Neutral
2043,"I don't like Manny Pacquiao but those who don't like Pacquiao don't like it because the congressman and senator are absent, but their chicken is absent from the hiring process.Who are double standards?",0.0,0.192,0.808,-0.7082,Negative
2044,"Manny Pacquiao is my President !!!
MAY GOD FEARING RULE OUR COUNTRY !!!🎉🙏💐",0.146,0.288,0.566,-0.5815,Negative
2045,"#Taldiacomohoy Hace 23 Años;
Manny Pacquiao vs Gabriel Mira
(Mundial Mosca WBC)

https://t.co/vuamoBovmp",0.0,0.0,1.0,0.0,Neutral
2046,Ur telling me there's a whole video of Drake pretending to be Manny Pacquiao singing let it go from frozen ????,0.11,0.0,0.89,0.3313,Positive
2047,@Darwawawards_ph Manny Pacquiao can beat Bobong.Period.,0.0,0.0,1.0,0.0,Neutral
2048,"Manny Pacquiao as man of destiny?What does his star power and athletic record mean in this electoral cycle?And why are his rhetoric and performance as boxer-politician not galvanizing his numbers?I sat down with one news and discussed these questions.

https://t.co/1H3GKSPDVF",0.0,0.0,1.0,0.0,Neutral
2049,@BaEkccino Manny Pacquiao,0.0,0.0,1.0,0.0,Neutral
2050,"Manny Pacquiao was previously criticized for his decision to run for president of the Philippines.Even religious people are not supportive.According to them, if it really wants to help the poor, he can do that without entering politics.https://t.co/GEGVOFUWGM",0.07,0.132,0.799,-0.3892,Negative
2051,@Thehoooopcentral That's Manny Pacquiao,0.0,0.0,1.0,0.0,Neutral
2052,I wished celebrities didn't matter in Philippine elections noh?But in the PH their endorsements are given so much value.If so maybe @mannypacquiao should I vote #Election2022,0.0,0.045,0.955,-0.0191,Neutral
2053,"""All those who are around me are the bridge to my success, so they are all important.""

#Manny Pacquiao
#Success
#business
#Leadership
#PersonalDevelopment
#Inspire
#everserveconsultants
#naveenkanchan https://t.co/wic277s6yh",0.125,0.0,0.875,0.5719,Positive
2054,"""All those who are around me are the bridge to my success, so they are all important.""

#Manny Pacquiao
#Success
#business
#Leadership
#PersonalDevelopment
#Inspire
#everserveconsultants
#naveenkanchan https://t.co/P1KEO9K3vx",0.125,0.0,0.875,0.5719,Positive
2055,@cnnphilippines @mannypacquiao @xianneangel https://t.co/mekvs9lua8,0.0,0.0,1.0,0.0,Neutral
2056,@mistadontplay91 @therealhassano @mannypacquiao hes the most drug tested guy from 2000's throughout 2010's and he made mayweather settlers in court when he and arum was about to expose mayweather's failed usada tests.Look it up,0.0,0.133,0.867,-0.5994,Negative
2057,"@PhilstarNews don't be there sir @mannypacquiao.Because of him, there was a good thing:
https://t.co/ouzehwussk

To this day he is blacklisted there.",0.132,0.0,0.868,0.4404,Positive
2058,"The Moro National Liberation Front Chairperson Nur Misuari on Saturday denied he endorsed Sen.Manny Pacquiao's presidential bid.

""The chairman remains neutral and is yet to endorse his chosen presidential candidate,"" Misuari's office said in a statement.https://t.co/TF9QJesqby",0.11,0.074,0.816,0.1027,Positive
2059,In #boxing you never know who you're going to face in ring.- Manny Pacquiao,0.0,0.0,1.0,0.0,Neutral
2060,A number of artists perform at presidential bet Manny Pacquiao's grand rally in San Juan City.#Phvote #wedecide #phvotepacquiao https://t.co/fazptr6r57,0.212,0.0,0.788,0.5106,Positive
2061,A number of artists perform at presidential bet Manny Pacquiao's grand rally in San Juan City.#Phvote #wedecide #phvotepacquiao https://t.co/es4dtdjg4t,0.212,0.0,0.788,0.5106,Positive
2062,"@Antisclub @bosscatrc with Manny Pacquiao Building Martial Arts Arena, Baron Davies Building Sports District, Cypress Hill Building Concept Music Festival Things, KCMG Building RaceTrack and many more building on boss planet it's pretty clear who the winner is",0.274,0.0,0.726,0.9153,Positive
2063,"@koolkopper in recent past Manny Pacquiao was the one with all the skills, footwork and foot speed, buzzing in and out so rapidly but he also retired.",0.0,0.0,1.0,0.0,Neutral
2064,@dannomariquit @ntcph @talk2globe @mannypacquiao report immediately to globe screenshots.It can also be in the globeone app to report or their FB PM.Hope they really do that.,0.0,0.0,1.0,0.0,Neutral
2065,@sdalcas @syrnvrm @lenirobredo @bbm @swoh @mannypacquiao @ronaldrraymund2 @kalakumag 🙏🙏🙏,0.0,0.0,1.0,0.0,Neutral
2066,@Idecboxing let's focus on @mannypacquiao vs @keithftthurmanjr & amp;Then Manny vs @errolspencejr / @jordenisugas testing for these 2 nv bouts.Did testing 4 these two bouts ever involve testing using wada protocols or panels other than full @vada_testing 4 all prohibited substances at all times?,0.0,0.0,1.0,0.0,Neutral
2067,"ABSCBNNews: Look: Presidential aspirant Sen.Emmanuel ""Manny"" Pacquiao speaks to thousands of supporters at a prayer rally and campaign event at the Fighting Memorial Shrine in San Juan City on Saturday.#Election2022

https://t.co/nuj3haonzq",0.087,0.075,0.838,0.1027,Positive
2068,@sdalcas @syrnvrm @lenirobredo @bbm @swoh @mannypacquiao @ronaldrraymund2 @kalakumag di bale shi pag inauguration kitakits tayo.,0.0,0.0,1.0,0.0,Neutral
2069,@cnnphilippines hahaha kaw dong @mannypacquiao ba ba just kang gapasagad.It is not true that the MNLF is being blessed with you.,0.269,0.084,0.647,0.7326,Positive
2070,"Truth-telling: Philippine ""Avengers"" Battle Disinformation before election.@sightmagazine #philippines #philippinelection #disinformation #fakenews #ferdinandmarcosjr #marialeonorrobredo #catholicchurch #mannypacquiao

https://t.co/erktnkcrjy",0.0,0.148,0.852,-0.3818,Negative
2071,The camp of Moro National Liberation Front (MNLF) chairman Nur Misuari has denied he has endorsed the presidential bid of Senator Manny Pacquiao.#TheFilipinovotes https://t.co/235V3Y0Y1F,0.074,0.108,0.818,-0.2263,Negative
2072,@SherieAntorres @mannypacquiao D So it's more stupid that you immediately believe in such accusations.SAN TUMOK po researchers this senator must be studied first before granting an official statement!,0.067,0.23,0.703,-0.7614,Negative
2073,"In an alternate world, Isko Moreno and Manny Pacquiao would have been the frontrunners if they had chose not to run for this election cycle.They just didn't match Marcos' machinery built for many years with billions of pesos at their disposal.",0.0,0.0,1.0,0.0,Neutral
2074,@sdalcas @dwarrior_granny @lenirobredo @bbm @swoh @mannypacquiao @ronaldrraymund2 @kalakumag sympre tita with you!😁🤣,0.0,0.0,1.0,0.0,Neutral
2075,"WATCH: Presidential candidate Manny Pacquiao presents himself as “the” alternative candidate, as he held a grand rally in San Juan City on Saturday, April 23. @reyaika reports: https://t.co/J5OSQ3ux0i

#Phvote #wedecide https://t.co/hstx2qzd3o",0.094,0.0,0.906,0.4588,Positive
2076,@syrnvrm @sdalcas @lenirobredo @bbm @swoh @mannypacquiao @ronaldrraymund2 @kalakumag is our fun marvs 😊🥂🎉💗🌷,0.216,0.0,0.784,0.5106,Positive
